Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2015-05-13 07:50:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Wednesday,SOUTHERN,NONE,100 Block of SPEAR ST,-122.393228290724,37.7919510439646
2015-05-13 07:45:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,PARK,NONE,1300 Block of MASONIC AV,-122.444846841766,37.7683459034253
2015-05-13 07:35:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,0 Block of GENOA PL,-122.406502930891,37.8012653191185
2015-05-13 07:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,SOUTHERN,NONE,0 Block of RAUSCH ST,-122.40977480136299,37.7764436831324
2015-05-13 07:20:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,TENDERLOIN,NONE,200 Block of MASON ST,-122.409523740653,37.7857602954934
2015-05-13 07:10:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,BAYVIEW,NONE,1500 Block of SILVER AV,-122.40609227069099,37.7323483235069
2015-05-13 07:00:00,NON-CRIMINAL,FOUND PROPERTY,Wednesday,RICHMOND,NONE,400 Block of 4TH AV,-122.462138602289,37.78012729919
2015-05-13 07:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,MISSION,NONE,2100 Block of ALAMEDA ST,-122.406327628754,37.768498346177005
2015-05-13 07:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,RICHMOND,NONE,100 Block of SUTROHEIGHTS AV,-122.50863180701401,37.7760694890282
2015-05-13 06:45:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Wednesday,SOUTHERN,NONE,100 Block of LANGTON ST,-122.40738897308701,37.7756106325157
2015-05-13 06:40:00,LARCENY/THEFT,ATTEMPTED THEFT OF A BICYCLE,Wednesday,RICHMOND,NONE,3700 Block of CALIFORNIA ST,-122.455468425157,37.786210973675
2015-05-13 06:15:00,WARRANTS,WARRANT ARREST,Wednesday,PARK,"ARREST, BOOKED",1700 Block of OAK ST,-122.448161924701,37.7718254753062
2015-05-13 06:15:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,MISSION,NONE,1200 Block of UTAH ST,-122.40532248136499,37.753692521335296
2015-05-13 06:15:00,OTHER OFFENSES,VIOLATION OF PARK CODE,Wednesday,PARK,"ARREST, BOOKED",1700 Block of OAK ST,-122.448161924701,37.7718254753062
2015-05-13 05:57:00,ROBBERY,ATTEMPTED ROBBERY ON THE STREET W/DEADLY WEAPON,Wednesday,NORTHERN,"ARREST, BOOKED",GROVE ST / GOUGH ST,-122.423168378741,37.777815744457705
2015-05-13 05:57:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,NORTHERN,"ARREST, BOOKED",GROVE ST / GOUGH ST,-122.423168378741,37.777815744457705
2015-05-13 05:57:00,OTHER OFFENSES,RESISTING ARREST,Wednesday,NORTHERN,"ARREST, BOOKED",GROVE ST / GOUGH ST,-122.423168378741,37.777815744457705
2015-05-13 05:55:00,LARCENY/THEFT,ATTEMPTED GRAND THEFT PURSESNATCH,Wednesday,NORTHERN,NONE,300 Block of GROVE ST,-122.42234814385701,37.777861775969896
2015-05-13 05:55:00,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Wednesday,NORTHERN,NONE,300 Block of GROVE ST,-122.42234814385701,37.777861775969896
2015-05-13 05:45:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Wednesday,PARK,NONE,0 Block of CLIFFORD TR,-122.443618523246,37.7639520345983
2015-05-13 05:45:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,PARK,NONE,0 Block of CLIFFORD TR,-122.443618523246,37.7639520345983
2015-05-13 05:25:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,NORTHERN,"ARREST, BOOKED",900 Block of OFARRELL ST,-122.42037536821998,37.7848006211991
2015-05-13 05:25:00,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,NORTHERN,"ARREST, BOOKED",900 Block of OFARRELL ST,-122.42037536821998,37.7848006211991
2015-05-13 05:10:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,TENDERLOIN,NONE,JONES ST / GOLDEN GATE AV,-122.412224164736,37.7820729312029
2015-05-13 05:00:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,NORTHERN,"ARREST, BOOKED",1300 Block of WEBSTER ST,-122.431046366089,37.7830295716044
2015-05-13 05:00:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Wednesday,NORTHERN,"ARREST, BOOKED",1300 Block of WEBSTER ST,-122.431046366089,37.7830295716044
2015-05-13 05:00:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS W/PRIORS,Wednesday,NORTHERN,"ARREST, BOOKED",1300 Block of WEBSTER ST,-122.431046366089,37.7830295716044
2015-05-13 04:45:00,ASSAULT,THREATS AGAINST LIFE,Wednesday,SOUTHERN,NONE,1500 Block of MARKET ST,-122.41966671791701,37.7746823329875
2015-05-13 04:45:00,KIDNAPPING,KIDNAPPING DURING ROBBERY,Wednesday,SOUTHERN,NONE,1500 Block of MARKET ST,-122.41966671791701,37.7746823329875
2015-05-13 04:45:00,ROBBERY,"ROBBERY,  ATM, GUN",Wednesday,SOUTHERN,NONE,1500 Block of MARKET ST,-122.41966671791701,37.7746823329875
2015-05-13 04:05:00,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,INGLESIDE,NONE,SAINT MARYS AV / MISSION ST,-122.426114636941,37.733954127552295
2015-05-13 04:05:00,OTHER OFFENSES,CONSPIRACY,Wednesday,INGLESIDE,NONE,SAINT MARYS AV / MISSION ST,-122.426114636941,37.733954127552295
2015-05-13 04:05:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,INGLESIDE,NONE,SAINT MARYS AV / MISSION ST,-122.426114636941,37.733954127552295
2015-05-13 04:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,TARAVAL,NONE,700 Block of MOUNT VERNON AV,-122.45121003663999,37.7195724418996
2015-05-13 03:09:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,NORTHERN,NONE,1000 Block of POLK ST,-122.419858277339,37.786137125238
2015-05-13 02:33:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,TARAVAL,NONE,1400 Block of 17TH AV,-122.47485745090599,37.760839809894904
2015-05-13 02:33:00,OTHER OFFENSES,RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER,Wednesday,TARAVAL,NONE,1400 Block of 17TH AV,-122.47485745090599,37.760839809894904
2015-05-13 02:30:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,BAYVIEW,NONE,200 Block of PENNSYLVANIA AV,-122.393627208249,37.763662802891
2015-05-13 02:22:00,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Wednesday,TARAVAL,"ARREST, BOOKED",34TH AV / VICENTE ST,-122.49152431166901,37.7386133211681
2015-05-13 02:22:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Wednesday,TARAVAL,"ARREST, BOOKED",34TH AV / VICENTE ST,-122.49152431166901,37.7386133211681
2015-05-13 02:22:00,OTHER OFFENSES,CONSPIRACY,Wednesday,TARAVAL,"ARREST, BOOKED",34TH AV / VICENTE ST,-122.49152431166901,37.7386133211681
2015-05-13 02:18:00,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Wednesday,MISSION,NONE,2000 Block of MARKET ST,-122.426955631709,37.769247063207004
2015-05-13 02:18:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,MISSION,NONE,2000 Block of MARKET ST,-122.426955631709,37.769247063207004
2015-05-13 02:04:00,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Wednesday,CENTRAL,"ARREST, BOOKED",400 Block of STOCKTON ST,-122.406977563692,37.789918101686
2015-05-13 02:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE,2200 Block of 21ST AV,-122.477960327299,37.745738942965495
2015-05-13 02:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,TARAVAL,NONE,47TH AV / ORTEGA ST,-122.506346594257,37.75105017635921
2015-05-13 01:17:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE,33RD AV / ULLOA ST,-122.49056194874399,37.7405222499124
2015-05-13 01:03:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,INGLESIDE,"ARREST, BOOKED",ATHENS ST / AMAZON AV,-122.43363939685,37.71475331846121
2015-05-13 01:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,CENTRAL,NONE,600 Block of GEARY ST,-122.414010814727,37.7866770011071
2015-05-13 01:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,700 Block of POST ST,-122.41417943719,37.787502483207
2015-05-13 01:00:00,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,SOUTHERN,NONE,3RD ST / MISSION ST,-122.40202770694799,37.7862483456629
2015-05-13 00:56:00,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Wednesday,TARAVAL,"ARREST, BOOKED",19TH AV / WAWONA ST,-122.475287886078,37.737452716497394
2015-05-13 00:56:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,TARAVAL,"ARREST, BOOKED",19TH AV / WAWONA ST,-122.475287886078,37.737452716497394
2015-05-13 00:48:00,WARRANTS,WARRANT ARREST,Wednesday,INGLESIDE,"ARREST, BOOKED",3100 Block of MISSION ST,-122.41873276305799,37.747495526854294
2015-05-13 00:40:00,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Wednesday,CENTRAL,NONE,900 Block of LEAVENWORTH ST,-122.415535654454,37.7897874138811
2015-05-13 00:40:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,SOUTHERN,"ARREST, BOOKED",BRYANT ST / 6TH ST,-122.40252759466499,37.7760382838346
2015-05-13 00:12:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,MISSION,"ARREST, BOOKED",GUERRERO ST / 18TH ST,-122.42380300190099,37.7615655928045
2015-05-13 00:01:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,RICHMOND,NONE,300 Block of 11TH AV,-122.469766223526,37.7817135599476
2015-05-13 00:01:00,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,RICHMOND,NONE,300 Block of 11TH AV,-122.469766223526,37.7817135599476
2015-05-13 00:01:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,TENDERLOIN,NONE,200 Block of EDDY ST,-122.411800134753,37.784089036686794
2015-05-13 00:01:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,INGLESIDE,NONE,400 Block of EDINBURGH ST,-122.431371314076,37.7219675742406
2015-05-13 00:01:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,INGLESIDE,NONE,MISSION ST / PERSIA AV,-122.43597721702999,37.7231288306727
2015-05-12 23:45:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,PARK,"ARREST, BOOKED",PAGE ST / BRODERICK ST,-122.438901450781,37.771990014561794
2015-05-12 23:30:00,WEAPON LAWS,DISCHARGE FIREARM AT AN INHABITED DWELLING,Tuesday,BAYVIEW,NONE,900 Block of CONNECTICUT ST,-122.39720193799299,37.75353512427621
2015-05-12 23:10:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE,3200 Block of 17TH ST,-122.419004027906,37.76351759830021
2015-05-12 23:00:00,MISSING PERSON,MISSING ADULT,Tuesday,PARK,NONE,0 Block of SHRADER ST,-122.452839772389,37.7745145380854
2015-05-12 23:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,TENDERLOIN,NONE,100 Block of ELLIS ST,-122.408270724034,37.78549414241861
2015-05-12 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE,0 Block of TIOGA AV,-122.404042691685,37.71614902183449
2015-05-12 22:37:00,ROBBERY,ROBBERY OF A CHAIN STORE WITH A GUN,Tuesday,TARAVAL,NONE,3000 Block of SAN JOSE AV,-122.457441212767,37.7098427794823
2015-05-12 22:37:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,BAYVIEW,"ARREST, BOOKED",NEWHALL ST / HUDSON AV,-122.388274982326,37.7400467439333
2015-05-12 22:36:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,TARAVAL,"ARREST, BOOKED",19TH AV / MORAGA ST,-122.476555446478,37.756108068759495
2015-05-12 22:35:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,300 Block of 3RD ST,-122.398374332486,37.7834196017163
2015-05-12 22:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE,2000 Block of MARKET ST,-122.42768226481701,37.76831480085021
2015-05-12 22:30:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,MISSION,NONE,400 Block of BARTLETT ST,-122.419390669989,37.7497536971801
2015-05-12 22:25:00,KIDNAPPING,FALSE IMPRISONMENT,Tuesday,CENTRAL,"ARREST, BOOKED",200 Block of KEARNY ST,-122.40391568157101,37.790538993725
2015-05-12 22:25:00,SEX OFFENSES FORCIBLE,"PENETRATION, FORCED, WITH OBJECT",Tuesday,CENTRAL,"ARREST, BOOKED",200 Block of KEARNY ST,-122.40391568157101,37.790538993725
2015-05-12 22:25:00,SEX OFFENSES FORCIBLE,"ORAL COPULATION, UNLAWFUL (ADULT VICTIM)",Tuesday,CENTRAL,"ARREST, BOOKED",200 Block of KEARNY ST,-122.40391568157101,37.790538993725
2015-05-12 22:23:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,MISSION,"ARREST, BOOKED",24TH ST / POTRERO AV,-122.40633841268499,37.7530042877223
2015-05-12 22:07:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,GEARY BL / FILLMORE ST,-122.432914603494,37.7843533426568
2015-05-12 22:02:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,NORTHERN,"ARREST, BOOKED",POST ST / POLK ST,-122.41993011161101,37.7868262082156
2015-05-12 22:00:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-12 22:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,800 Block of SANSOME ST,-122.402204951701,37.797967461045296
2015-05-12 22:00:00,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Tuesday,CENTRAL,NONE,1400 Block of STOCKTON ST,-122.40903150597099,37.7992531925554
2015-05-12 22:00:00,SECONDARY CODES,ATM RELATED CRIME,Tuesday,CENTRAL,NONE,1400 Block of STOCKTON ST,-122.40903150597099,37.7992531925554
2015-05-12 22:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,INGLESIDE,NONE,4600 Block of MISSION ST,-122.43562177284201,37.7234913181355
2015-05-12 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,2400 Block of BUSH ST,-122.437596963153,37.7865485866412
2015-05-12 22:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE,300 Block of TERESITA BL,-122.44985938787501,37.74135093815861
2015-05-12 22:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE,0 Block of HANOVER ST,-122.43981137218799,37.710096482858795
2015-05-12 22:00:00,OTHER OFFENSES,TAMPERING WITH A VEHICLE,Tuesday,TARAVAL,NONE,400 Block of RANDOLPH ST,-122.466654417113,37.7142216417375
2015-05-12 22:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,10TH AV / MORAGA ST,-122.46686187236601,37.75653394977221
2015-05-12 21:45:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,NORTHERN,NONE,0 Block of SANCHEZ ST,-122.43120329125,37.7684456939511
2015-05-12 21:40:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,SOUTHERN,NONE,0 Block of MISSION ST,-122.392889145798,37.7935385958356
2015-05-12 21:39:00,FRAUD,"FORGERY, CREDIT CARD",Tuesday,CENTRAL,NONE,500 Block of NORTHPOINT ST,-122.416280805077,37.8062946812333
2015-05-12 21:30:00,TRESPASS,TRESPASSING,Tuesday,RICHMOND,NONE,300 Block of 7TH AV,-122.46535219909401,37.7819129193277
2015-05-12 21:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE,3200 Block of MISSION ST,-122.42052630907801,37.744725471365705
2015-05-12 21:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE,VALENCIA ST / 14TH ST,-122.422201579793,37.76814038365129
2015-05-12 21:21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,1100 Block of OCEAN AV,-122.45561586153799,37.7238590120011
2015-05-12 21:20:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,100 Block of GREEN ST,-122.401710771269,37.8003670398161
2015-05-12 21:20:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,CENTRAL,NONE,100 Block of GREEN ST,-122.401710771269,37.8003670398161
2015-05-12 21:13:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,BAYVIEW,NONE,2600 Block of SAN BRUNO AV,-122.40390700421,37.7282055879734
2015-05-12 21:10:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,SOUTHERN,NONE,FRANKLIN ST / MARKET ST,-122.42025496034799,37.774358171070105
2015-05-12 21:08:00,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Tuesday,CENTRAL,NONE,700 Block of POST ST,-122.41417943719,37.787502483207
2015-05-12 21:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,200 Block of MARKET ST,-122.397034190089,37.792823650931204
2015-05-12 21:00:00,ASSAULT,BATTERY,Tuesday,INGLESIDE,NONE,0 Block of BROOKDALE AV,-122.420864146521,37.71219982598
2015-05-12 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,TARAVAL,NONE,2200 Block of 44TH AV,-122.50260485107701,37.7446530029634
2015-05-12 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,700 Block of POST ST,-122.41417943719,37.787502483207
2015-05-12 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,TARAVAL,NONE,2200 Block of 46TH AV,-122.504748848041,37.7445586174681
2015-05-12 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE,ALEMANY BL / ONONDAGA AV,-122.438642401146,37.7216263690423
2015-05-12 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,MISSION,NONE,26TH ST / DOLORES ST,-122.42484499414302,37.748632522171995
2015-05-12 20:55:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,1100 Block of OCEAN AV,-122.45561586153799,37.7238590120011
2015-05-12 20:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE,0 Block of FRANCONIA ST,-122.408262089626,37.74677963933061
2015-05-12 20:35:00,NON-CRIMINAL,"AIDED CASE, SICK PERSON",Tuesday,TENDERLOIN,NONE,100 Block of EDDY ST,-122.41013523637699,37.78418890752671
2015-05-12 20:30:00,VEHICLE THEFT,STOLEN TRUCK,Tuesday,BAYVIEW,NONE,1300 Block of INDIANA ST,-122.390731675467,37.7539240730786
2015-05-12 20:30:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Tuesday,MISSION,NONE,600 Block of ELIZABETH ST,-122.435296235018,37.7520797386707
2015-05-12 20:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,PARK,NONE,0 Block of CRESTLINE DR,-122.446432100907,37.750241057883
2015-05-12 20:30:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,BAYVIEW,"ARREST, BOOKED",NEWHALL ST / LASALLE AV,-122.390521939554,37.7375439838695
2015-05-12 20:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,BEACH ST / LARKIN ST,-122.42219944483,37.8064351103515
2015-05-12 20:30:00,ASSAULT,BATTERY,Tuesday,SOUTHERN,NONE,7TH ST / MARKET ST,-122.41251534135598,37.78047774805079
2015-05-12 20:20:00,NON-CRIMINAL,AIDED CASE,Tuesday,TARAVAL,UNFOUNDED,1600 Block of 9TH AV,-122.46592276355,37.7574923528497
2015-05-12 20:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,400 Block of HAYES ST,-122.42377164009,37.7768378928452
2015-05-12 20:10:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,TARAVAL,NONE,3200 Block of 20TH AV,-122.47564746078599,37.7285280627465
2015-05-12 20:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,CENTRAL,NONE,200 Block of POST ST,-122.406000218489,37.7885406192723
2015-05-12 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,500 Block of BRANNAN ST,-122.397713226445,37.777469666239796
2015-05-12 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE,100 Block of ADDISON ST,-122.43251326834101,37.7377582824808
2015-05-12 20:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,SOUTHERN,NONE,200 Block of KING ST,-122.393110640713,37.77731032196979
2015-05-12 19:55:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415444159886,37.7780245674641
2015-05-12 19:44:00,PROSTITUTION,ENGAGING IN LEWD CONDUCT - PROSTITUTION RELATED,Tuesday,RICHMOND,"ARREST, BOOKED",500 Block of 14TH AV,-122.472707844576,37.777752884469294
2015-05-12 19:44:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Tuesday,RICHMOND,"ARREST, BOOKED",500 Block of 14TH AV,-122.472707844576,37.777752884469294
2015-05-12 19:44:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,RICHMOND,"ARREST, BOOKED",500 Block of 14TH AV,-122.472707844576,37.777752884469294
2015-05-12 19:40:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,TENDERLOIN,"ARREST, BOOKED",TAYLOR ST / EDDY ST,-122.410955248906,37.7841399509594
2015-05-12 19:30:00,WARRANTS,WARRANT ARREST,Tuesday,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.428693725184,37.7675315414279
2015-05-12 19:30:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.428693725184,37.7675315414279
2015-05-12 19:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,MISSION,NONE,500 Block of ELIZABETH ST,-122.43308128542499,37.752212408818295
2015-05-12 19:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE,300 Block of TERESITA BL,-122.44976890956,37.7414340370897
2015-05-12 19:30:00,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Tuesday,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.428693725184,37.7675315414279
2015-05-12 19:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,STEINER ST / GEARY BL,-122.4345637373,37.784150491588704
2015-05-12 19:25:00,ASSAULT,ASSAULT WITH CAUSTIC CHEMICALS,Tuesday,SOUTHERN,NONE,0 Block of THE EMBARCADERONORTH ST,-122.38837987391899,37.783310406701496
2015-05-12 19:20:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Tuesday,MISSION,"ARREST, BOOKED",1900 Block of MISSION ST,-122.41967661615,37.7658510977435
2015-05-12 19:20:00,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Tuesday,MISSION,"ARREST, BOOKED",1900 Block of MISSION ST,-122.41967661615,37.7658510977435
2015-05-12 19:19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,JONES ST / CHESTNUT ST,-122.416514507406,37.8033467206612
2015-05-12 19:00:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,CENTRAL,NONE,700 Block of GEARY ST,-122.415654629547,37.7864672409674
2015-05-12 19:00:00,ASSAULT,THREATS AGAINST LIFE,Tuesday,CENTRAL,NONE,700 Block of GEARY ST,-122.415654629547,37.7864672409674
2015-05-12 19:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,MISSION,NONE,3100 Block of 17TH ST,-122.41568618313102,37.7636111708805
2015-05-12 19:00:00,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Tuesday,TARAVAL,NONE,2100 Block of 43RD AV,-122.50180154774,37.74655644758779
2015-05-12 19:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Tuesday,MISSION,NONE,500 Block of BARTLETT ST,-122.41913891783501,37.7485731311009
2015-05-12 19:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,CENTRAL,NONE,700 Block of PINE ST,-122.40850746137501,37.7910926840668
2015-05-12 19:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-12 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,BAYVIEW,NONE,18TH ST / CAROLINA ST,-122.40039153434499,37.7623464417436
2015-05-12 18:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,300 Block of BROADWAY ST,-122.40268606451299,37.7984277959861
2015-05-12 18:30:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,BAYVIEW,NONE,1400 Block of INNES AV,-122.386100703211,37.738002011720795
